Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,SEO Title,SEO Description,Status
pre-race-caja-x12,Bebida Pre Race – Caja x 12 sobres,"<p>Pre Race – Actimax es una bebida utilizada por los atletas de todas las modalidades deportivas para recargar sus músculos de forma rápida con el mejor combustible <strong>Antes</strong> de entrenar o competir.</p>
<h3>Recomendaciones de uso</h3>
Descripción detallada de la Bebida Pre Race: <p>Pre Race Actimax está diseñada para ser utilizada hasta 15 minutos antes de entrenar o competir. Pre Race Actimax se prepara fácilmente: agrega 1 sachet (36 gr) de Pre Race Actimax a 250 ml de la bebida que prefieras, puede ser agua, leche, yogurt, café, jugo, etc., mézclalos y obtendrás una deliciosa bebida.</p>
<p>Su especial mezcla de nutrientes tiene como objetivo entregar energía inmediata al músculo (carga de glucógeno muscular), mejorar la vasodilatación, dar saciedad y evitar el gasto muscular (catabolismo), aumentando las sensaciones y ganas de entrenar o competir.</p>
Sabores de Pre Race: <p>Fresa, vainilla y caramelo</p>
Información nutricional de la Bebida Pre Race: <ul> <li>25 gr de carbohidratos (Maltodextrina y Dextrosa).</li>
<li>6,2 gr de Proteína (con una especial mezcla de proteínas : Whey Protein hidrolizado, proteína aislada Soya y Caseína aislada).</li>
<li>85 mg de Sodio.</li>
<li>475 mg de Calcio.</li>
<li>12 mg de Magnesio.</li>
<li>2,2 mg de Zinc.</li>
<li>1,2 gr de fibra.</li>
<li>22 mg de Vitmina C.</li>
<li>Vitaminas del complejo B1, B3, B6, B9, B12.</li>
<li>Preservative free.</li>
</ul>
Preguntas Frecuentes <p>¿En qué momento debo tomar Pre Race Actimax?</p>
<p>Debe ser consumida 15 minutos antes de entrenar o competir.</p>
<p>¿Qué contiene Pre Race Actimax?</p>
<p>Pre Race Actimax contiene una mezcla de nutrientes (Maltodextrina, proteínas, glutamina, vitaminas, aminoácidos esenciales, minerales, fibra, etc) especializados, con el objetivo de suministrar energía inmediata a tus músculos..</p>
<p>¿Qué deportistas pueden usar Pre Race Actimax?</p>
<p>Pre Race Actimax, está diseñada para ser consumida por todos los deportistas, el aporte de energía a las reservas de glucógeno muscular es casi inmediato, aportando la energía que tus músculos necesitan al inicio de la actividad física.</p>
<p>¿Cómo preparar Pre Race Actimax?</p>
<p>Es muy sencillo, se disuelve un sobre de Pre Race Actimax en 250ml de tu bebida favorita, esta puede ser agua mineral, jugos, etc., y mézclalo. obtendrás una bebida deliciosa y nutritiva.</p>",Actimax,Bebidas deportivas,"bebidas, antes, ciclismo, futbol, gym, natacion, running, triatlon",TRUE,Title,Default Title,,shopify,100,deny,manual,123000,,TRUE,TRUE,https://actimax.com.co/wp-content/uploads/2025/08/Pre-Race-Caja-Actimax-600x600-1.webp,1,Bebida Pre Race – Caja x 12 sobres,Bebida Pre Race – Caja x 12 sobres — Actimax,Pre Race – Actimax es una bebida utilizada por los atletas de todas las modalidades deportivas para recargar sus músculos de forma rápida con el mejor combustib,active
pre-race-caja-x12,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/11/pre_race_actimax_caja_2.jpg,2,Bebida Pre Race – Caja x 12 sobres,,,
pre-race-caja-x12,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2025/08/pre_race_actimax_caja_1.webp,3,Bebida Pre Race – Caja x 12 sobres,,,
pre-race-caja-x12,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/11/pre_race_actimax_caja.jpg,4,Bebida Pre Race – Caja x 12 sobres,,,
pre-race-caja-x12,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/11/pre-race-sachet-tabla-nutricional.jpg,5,Bebida Pre Race – Caja x 12 sobres,,,
gl-energetico-actimax-sachets-x24-con-cafeina,Gel Energético – Caja x 24 sachets con Cafeína,"<p>El Gel Energético – Actimax te garantiza una combinación de nutrientes superior para cubrir tus necesidades de energía e hidratación durante el entrenamiento y/o competencia.</p>
<h3>Recomendaciones de uso</h3>
<p>Dias Horas Minutos Segundos</p>
<p>Descripción detallada del gel energético Actimax:</p>
<p>Geles con mezclas de carbohidratos simples y complejos de rápida absorción y liberación sostenida que te garantizaran la obtención de energía rápida e hidratación por largos períodos de tiempo.</p>
<p>Son ideales para usar en deportes de largo aliento y resistencia de más de 2 horas de duración como: Ciclismo de fondo, ciclo montañismo, 1⁄2 maratón, maratón, ultra maratón, Trail de montaña, Triatlón de 1⁄2 y larga distancia, natación de aguas abiertas, etc.</p>
<p>Su excelente sabor a fruta 100% natural, su empaque ergonómico de 30 gr te garantizarán la dosis precisa de energía cada vez que los consumas.</p>
<p>Usarlo es muy fácil, solo rompes el sachet por la guía de corte, consumes la totalidad del gel y tomas un sorbo de agua.</p>
Sabores del gel: <p>Fresa, manzana, mango.</p>
Información nutricional del gel energético Actimax: <ul> <li>Carbohidratos (Glucosa + Fructosa): Manzana 10 gr / Fresa 9,5 gr / Mango 9,4 gr.</li>
<li>Sodio : Manzana 39 mg / Fresa 39 mg / Mango 40 mg</li>
<li>Vitamina C: 34 mg.</li>
<li>Cafeina: 9, 6 mg.</li>
<li>Inositol: 4,6 mg.</li>
<li>Sin colorantes artificiales.</li>
<li>Vegan friendly.<br> Dairy free.</li>
<li>Gluten free.</li>
</ul>
Preguntas Frecuentes <p>¿En cuánto tiempo tengo el efecto energético del gel Actimax?</p>
<p>¡De inmediato! Los geles Actimax contienen glucosa que es energía inmediata y fructosa que es energía de larga duración, ósea que sentirás el efecto inmediato y por un largo periodo de tiempo.</p>
<p>¿Los geles energéticos tiene azúcar?</p>
<p>Los Geles de Actimax tienen carbohidratos en forma de fructosa y glucosa que son la mejor fuente de energía rápida y de larga duración para aportar combustible a tus músculos por largos periodos de tiempo durante el entrenamiento y las carreras.</p>
<p>¿Cuándo debo tomar un gel energético?</p>
<p>Durante la actividad deportiva el cuerpo y tus músculos van consumiendo tus reservas de combustible y a mayor intensidad del ejercicio el gasto de combustible es mayor, por eso te recomendamos consumir un gel cada 30 minutos si estás compitiendo o estás realizando un entrenamiento de intensidad alta y un gel cada 45 a 60 minutos si estás entrenando.</p>
<p>¿Tengo que comer todo el gel energético a la vez?</p>
<p>Para geles de 30 gr lo ideal es destapar el gel Actimax y consumir todo su contenido, mantenerlo en la boca y consumirlo despacio, saboreándolo despacio hasta ingerirlo completamente y luego un buen sorbo de agua para obtener sus máximos beneficios de entrega de energía inmediata.</p>
<p>¿Los niños pueden consumir los geles Actimax?</p>
<p>Los deportistas de cualquier edad y sexo que realicen una actividad física que requiera energía inmediata y de larga duración pueden usar los geles Actimax con seguridad.</p>
<p>Solo recomendamos no utilizar las referencias con cafeína en menores de 14 años, mujeres en embarazo y personas sensibles a la cafeína. Recuerda que tenemos referencias con cafeína y sin cafeína.</p>
<p>¿Soy vegano, puedo consumir los geles energéticos Actimax?</p>
<p>Todos nuestros geles Actimax a excepción de la referencia de fresa – cafeína son aptos para veganos, son libres de gluten y libres de lácteos.</p>
<p>¿Puedo consumir el gel Actimax con las bebidas deportivas Actimax?</p>
<p>Para entrenamientos de más de 90 min es ideal utilizar los geles y las bebidas en combinación para que tus músculos obtengan la cantidad adecuada de combustible, electrolitos y líquidos que necesitas para esos esfuerzos prolongados y conseguir un mejor rendimiento.</p>
<p>Te recomendamos consumir 1 gel y ½ litro de bebida deportiva Actimax por cada hora de entrenamiento.</p>
<p>¿Qué función cumplen los carbohidratos en el deporte?</p>
<p>Los carbohidratos desempeñan una función primordial al proporcionar la principal fuente de energía para el cuerpo. Para el ejercicio aeróbico, los carbohidratos se almacenan en forma de glucógeno en los músculos y el hígado, luego se descomponen en glucosa y son utilizados junto con grasas como fuente de energía para satisfacer las demandas del ejercicio, por su parte, para los ejercicios anaeróbicos de alta intensidad, los carbohidratos se convierten en glucosa rápidamente disponible para satisfacer la demanda energética, lo que permite que los músculos trabajen a su máxima capacidad.</p>
<p>¿Cuáles son los beneficios de la cafeína en el deporte?</p>
<p>La cafeína en los deportistas ayuda a retrasar la sensación de fatiga, reducción de las sensaciones de dolor y esfuerzo, incremento en la oxidación de ácidos grasos y aumento en la producción de potencia media.</p>
<p>¿Cuáles son los beneficios de la taurina en el deporte?</p>
<p>La taurina puede aportar propiedades muy útiles para el rendimiento deportivo: aumenta la resistencia de los músculos y su desarrollo acortando el tiempo de recuperación. Reduce la inflamación y el valor del llamado lactato que provoca fatiga muscular. Reduce los calambres musculares.</p>
<p>¿Cómo ayuda el inositol en deportistas?</p>
<p>El inositol en deportistas puede ayudar a aumentar la resistencia durante el ejercicio permitiéndole entrenar durante más tiempo y a una mayor intensidad.</p>",Actimax,Geles energéticos,"geles, durante, ciclismo, gym, natacion, running, triatlon",TRUE,Title,Default Title,,shopify,100,deny,manual,150000,,TRUE,TRUE,https://actimax.com.co/wp-content/uploads/2021/11/gel-energetico-actimax-con-cafeina.png,1,Gel Energético – Caja x 24 sachets con Cafeína,Gel Energético – Caja x 24 sachets con Cafeína — Actimax,El Gel Energético – Actimax te garantiza una combinación de nutrientes superior para cubrir tus necesidades de energía e hidratación durante el entrenamiento y/,active
gl-energetico-actimax-sachets-x24-con-cafeina,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/12/5-gel_energetico_con_cafeina_30_gr.jpg,2,Gel Energético – Caja x 24 sachets con Cafeína,,,
gl-energetico-actimax-sachets-x24-con-cafeina,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/12/2-gel_energetico_con_cafeina_30_gr.jpg,3,Gel Energético – Caja x 24 sachets con Cafeína,,,
gl-energetico-actimax-sachets-x24-con-cafeina,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/12/1-gel_energetico_con_cafeina_30_gr.jpg,4,Gel Energético – Caja x 24 sachets con Cafeína,,,
gl-energetico-actimax-sachets-x24-con-cafeina,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/12/4-gel_energetico_con_cafeina_30_gr.jpg,5,Gel Energético – Caja x 24 sachets con Cafeína,,,
gl-energetico-actimax-sachets-x24-con-cafeina,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/12/3-gel_energetico_con_cafeina_30_gr.jpg,6,Gel Energético – Caja x 24 sachets con Cafeína,,,
gl-energetico-actimax-sachets-x24-con-cafeina,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/11/gel-energetico-30-g-fresa-cafeina-tabla-nutricional.jpg,7,Gel Energético – Caja x 24 sachets con Cafeína,,,
gl-energetico-actimax-sachets-x24-con-cafeina,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/11/gel-energetico-30-g-mango-cafeina-tabla-nutricional.jpg,8,Gel Energético – Caja x 24 sachets con Cafeína,,,
gl-energetico-actimax-sachets-x24-con-cafeina,,,,,,,,,,,,,,,,,,https://actimax.com.co/wp-content/uploads/2021/11/gel-energetico-30-g-manzana-verde-cafeina-tabla-nutricional.jpg,9,Gel Energético – Caja x 24 sachets con Cafeína,,,
